area,perimeter,aspect_ratio,contour_points_count,circularity,class_label
6696.5,1847.5058240890503,0.765625,1049,0.024653926954792505,Curry
14544.0,1357.65092420578,1.0,699,0.09915565568146938,Curry
14065.5,960.3056908845901,1.0,471,0.19166642129353256,Curry
7697.0,1460.0184564590454,1.1851851851851851,704,0.04537479321911654,Curry
1753.5,285.899494767189,7.529411764705882,18,0.2695807383538048,Curry
15477.0,551.882249712944,1.0,86,0.6385630644532744,Curry
14669.0,571.2203431129456,1.0,164,0.5649409307126573,Curry
5272.0,1169.0235079526901,1.2190476190476192,541,0.04847733943841,Curry
10720.5,1356.4377218484879,1.1636363636363636,759,0.07321923509812064,Curry
7370.0,761.5533843040466,1.471264367816092,390,0.15968960512579344,Curry
9884.5,1534.829637646675,1.1531531531531531,868,0.052728354207117495,Curry
12247.5,1804.8540225028992,1.0,961,0.04724688152970479,Curry
16129.0,508.0,1.0,4,0.7853981633974483,Curry
16129.0,508.0,1.0,4,0.7853981633974483,Curry
16125.5,506.2426406145096,1.0,8,0.7906888380002016,Curry
9169.0,1484.8468823432922,1.0,750,0.052259890313369695,Curry
9024.5,1227.928055047989,1.0,589,0.07521200552581471,Curry
7639.5,808.3401812314987,1.3473684210526315,336,0.14692187579902277,Curry
8588.0,1732.753517150879,1.0,881,0.03594415858430523,Curry
7081.0,896.9503520727158,1.4222222222222223,382,0.11060318899575762,Curry
5234.0,787.3178845643997,1.0940170940170941,330,0.10610683209470194,Curry
5028.0,1746.3859868049622,0.90625,982,0.020716894635346064,Curry
4503.0,2162.2825174331665,0.96875,1343,0.01210283011072377,Curry
4080.0,1204.6803615093231,0.703125,704,0.03532859498284232,Curry
7290.0,748.700572013855,1.641025641025641,286,0.1634259666558174,Curry
9150.0,2206.140380859375,1.0,1203,0.023624611216157557,Curry
7522.0,954.4061961174011,1.4545454545454546,444,0.10377116508623625,Curry
7269.0,829.2691135406494,1.5058823529411764,349,0.13282919861099582,Curry
16129.0,508.0,1.0,4,0.7853981633974483,Curry
16125.0,511.3137083053589,1.0,16,0.7750589126478101,Curry
8918.0,1657.2732883691788,1.0,852,0.040802715854579445,Curry
16124.0,509.65685415267944,1.0,10,0.7800580356937592,Curry
10007.0,1316.739236831665,1.0,654,0.07252942085665574,Curry
14381.5,487.1543279886246,1.0,79,0.7615193078667188,Curry
2877.5,568.1147857904434,0.5533980582524272,309,0.11203481762324335,Curry
3646.5,743.9625446796417,0.7962962962962963,418,0.08279115463368551,Curry
12789.0,1162.9991223812103,1.0,599,0.11881948820213757,Curry
11079.5,1761.5991897583008,1.0,937,0.04486584194839257,Curry
11856.5,1938.9616683721542,1.0,1134,0.03963035134382027,Curry
8617.5,1602.167730808258,1.0,930,0.042186665103144,Curry
15106.0,659.9898952245712,1.0,181,0.43579753731831494,Curry
9747.0,1066.1320304870605,0.8359375,237,0.10776031380735737,Curry
11975.5,1076.3990564346313,0.9765625,373,0.12988437303713068,Curry
16102.0,512.9705624580383,1.0,25,0.7689618604703076,Curry
12612.5,829.2274824380875,1.0,288,0.23049614642226995,Curry
8313.5,808.2569217681885,1.0,296,0.1599170980079598,Curry
12747.5,663.2619732618332,1.0,209,0.3641368972754674,Curry
11438.0,1050.749342083931,1.0,453,0.13018522641421143,Curry
8806.0,1066.7493422031403,1.0,478,0.0972442156355913,Curry
8058.0,1056.4061965942383,1.0,463,0.09073508430501367,Curry
5953.5,1040.6732218265533,1.5802469135802468,543,0.06908018035348831,Curry
6383.5,991.3595131635666,1.641025641025641,484,0.08162183792485403,Curry
5459.5,1083.727044582367,0.515625,602,0.05841480234936797,Curry
8298.5,1281.065138578415,1.0,673,0.06354290072356955,Curry
6315.5,1725.8489710092545,0.640625,1017,0.026644773183040493,Curry
9959.0,2792.8308477401733,1.0,1626,0.016044874736472592,Curry
6230.0,1331.734184384346,0.625,755,0.044143098607853086,Curry
8366.5,1631.4814393520355,1.0,907,0.03949930049692627,Curry
11507.5,1514.4621064662933,1.0,805,0.06304839350050637,Curry
8123.5,645.2030984163284,0.609375,230,0.24522241222226926,Curry
7729.0,2713.7770256996155,1.0,1640,0.013188179462977508,Curry
6979.0,711.4112486839294,0.609375,375,0.1732852537318663,Curry
10544.0,1546.586996793747,1.103448275862069,856,0.05539448796741067,Curry
2947.0,603.2447280883789,2.3703703703703702,276,0.1017660527149768,Curry
3591.5,768.3990564346313,2.064516129032258,368,0.07643848820215553,Curry
5382.5,868.3889507055283,1.391304347826087,490,0.0896943991055562,Curry
6263.5,994.3300757408142,1.2307692307692308,505,0.0796096645852645,Curry
16062.5,546.6690467596054,1.0,56,0.6754201864536542,Curry
16119.5,515.0710676908493,1.0,14,0.7635317822527361,Curry
16057.5,559.6396092176437,1.0,74,0.6442744448357924,Curry
11732.0,1616.444861292839,1.0,815,0.05642351378757229,Curry
7319.0,861.695519566536,1.2549019607843137,376,0.1238665214793006,Curry
8751.5,1105.7026596069336,1.0078740157480315,528,0.0899530001500573,Curry
8555.0,836.8670922517776,1.0666666666666667,364,0.15350301027610122,Curry
16099.5,528.8700572252274,1.0,34,0.7233097070033665,Curry
16116.0,520.4852812290192,1.0,17,0.7475671643703572,Curry
7923.5,883.6538894176483,1.2427184466019416,374,0.1275153712313641,Curry
16117.5,513.0710676908493,1.0,11,0.7694005498483483,Curry
10089.5,1931.9911057949066,1.0,1091,0.033967944184656484,Curry
8421.5,2518.657186985016,1.0,1434,0.016682502443010835,Curry
5630.0,1230.4549664258957,1.4545454545454546,667,0.046729034924224304,Curry
5849.0,1408.3616013526917,1.5058823529411764,812,0.037056392190464076,Curry
4657.0,874.4894570112228,2.206896551724138,504,0.07652563572403294,Curry
11757.0,1438.6702570915222,1.0,868,0.07138120119422928,Curry
4375.0,1657.8906002044678,1.4545454545454546,1021,0.020002127115714318,Curry
9046.5,2711.4755103588104,1.0,1701,0.01546247743789382,Curry
9482.5,1364.7808672189713,1.0,687,0.0639744947067931,Curry
10871.5,1310.638731598854,1.0,670,0.07953043141794656,Curry
10042.0,1821.7484645843506,1.0578512396694215,1018,0.03802360211071077,Curry
8865.5,1342.035700559616,1.032258064516129,723,0.06185644549223363,Curry
7528.0,699.3868631124496,1.5238095238095237,283,0.19339913771945574,Curry
7652.0,700.3574261665344,1.5421686746987953,283,0.1960402959024866,Curry
8002.0,756.984842300415,1.5421686746987953,306,0.17548259350109682,Curry
11014.0,988.8914777040482,1.0,473,0.14153298553055382,Curry
15034.0,821.327987909317,1.0,302,0.2800600521716967,Curry
14747.0,834.4406862258911,1.0,306,0.2661476287402737,Curry
16127.0,509.65685415267944,1.0,9,0.7802031717708543,Curry
7636.0,1424.8468825817108,1.1372549019607843,792,0.047264970445224895,Curry
15883.5,596.4091612100601,1.0,113,0.5611351312850845,Curry
16128.0,508.8284270763397,1.0,7,0.7827942845772616,Curry
7997.0,1464.1017154455185,0.796875,784,0.046880740300691406,Curry
8084.5,619.1198381185532,1.28,186,0.26504132206410297,Curry
14856.5,1121.158503651619,1.0,599,0.14852253074977803,Curry
10157.0,969.317883849144,1.2307692307692308,488,0.135844752055135,Curry
9299.0,965.5777691602707,1.0078740157480315,437,0.12533477772322993,Curry
7527.5,670.7178175449371,1.032258064516129,195,0.21027175585229,Curry
15338.0,779.0782076120377,1.0,168,0.3175531934903025,Curry
11219.0,466.79393661022186,0.953125,112,0.6470138833928921,Curry
1339.0,561.3279886245728,0.7333333333333333,322,0.05340194146727153,Curry
10629.5,779.0853478908539,1.0,291,0.22006583642971023,Curry
16126.0,510.48528122901917,1.0,13,0.7776247419219514,Curry
8633.0,655.9310200214386,1.5802469135802468,238,0.25214784756765923,Curry
594.0,307.07820773124695,0.7916666666666666,149,0.07915863827530878,Curry
3811.5,569.7472541332245,1.5421686746987953,211,0.14755071098765937,Curry
12235.5,1248.4478268623352,1.0,571,0.09864856904391539,Curry
12132.5,1206.6488373279572,1.0,564,0.1047124609480989,Curry
16129.0,508.0,1.0,4,0.7853981633974483,Curry
16125.0,508.8284270763397,1.0,8,0.7826486755213506,Curry
16129.0,508.0,1.0,4,0.7853981633974483,Curry
11223.5,654.5756816864014,1.1743119266055047,253,0.3291686312209671,Curry
9884.0,901.4701238870621,1.0406504065040652,340,0.15284101901621627,Curry
